invoice_id,supplier_id,company_id,amount,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,status,actual_payment_date,data_source
INV00415,SUP012,COMP001,49455952.95,2025-07-14,0.0,,0.0,INR,RTGS,PAID,2025-09-10,HISTORICAL
INV00416,SUP012,COMP001,6410592.77,2025-06-19,0.0,,2.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00417,SUP008,COMP001,23674918.97,2025-08-27,2.5,2025-09-11,1.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00418,SUP006,COMP001,53902948.36,2025-02-21,2.5,2025-03-08,2.0,INR,RTGS,PAID,2025-04-22,HISTORICAL
INV00419,SUP008,COMP001,30402516.87,2025-09-11,0.0,,1.5,INR,RTGS,PAID,2025-10-23,HISTORICAL
INV00420,SUP003,COMP001,36684794.95,2025-01-31,2.5,2025-02-07,0.0,INR,CHEQUE,PAID,2025-02-14,HISTORICAL
INV00421,SUP010,COMP001,29532749.24,2025-02-04,1.0,2025-02-24,2.0,INR,CHEQUE,PAID,2025-04-29,HISTORICAL
INV00422,SUP003,COMP001,4139178.07,2025-06-29,1.5,2025-07-06,1.5,INR,CHEQUE,PAID,2025-07-16,HISTORICAL
INV00423,SUP011,COMP001,58750222.88,2025-12-19,0.0,,1.0,INR,IMPS,PENDING,,HISTORICAL
INV00424,SUP011,COMP001,53031295.7,2025-04-23,1.5,2025-05-13,0.0,INR,CHEQUE,PAID,2025-06-20,HISTORICAL
INV00425,SUP013,COMP001,32665299.37,2025-06-07,0.0,,2.0,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00426,SUP001,COMP001,56074243.96,2025-01-14,2.0,2025-01-24,1.5,INR,IMPS,PAID,2025-02-11,HISTORICAL
INV00427,SUP011,COMP001,57056547.69,2025-04-23,0.0,,0.0,INR,RTGS,PAID,2025-06-19,HISTORICAL
INV00428,SUP003,COMP001,8882679.34,2025-09-09,1.0,2025-09-16,1.0,INR,IMPS,PAID,2025-09-24,HISTORICAL
INV00429,SUP004,COMP001,23451569.7,2025-02-07,1.5,2025-02-17,0.0,INR,NEFT,PAID,2025-03-09,HISTORICAL
INV00430,SUP015,COMP001,26068721.99,2025-06-03,0.0,,0.0,INR,RTGS,PAID,2025-07-18,HISTORICAL
INV00431,SUP008,COMP001,46399359.6,2025-03-03,0.0,,0.0,INR,NEFT,PAID,2025-04-15,HISTORICAL
INV00432,SUP015,COMP001,42272407.46,2025-12-09,0.0,,1.0,INR,RTGS,PENDING,,HISTORICAL
INV00433,SUP009,COMP001,16921859.41,2025-10-19,1.0,2025-11-03,1.5,INR,NEFT,PAID,2025-12-02,HISTORICAL
INV00434,SUP011,COMP001,10218123.69,2025-04-06,0.0,,2.0,INR,IMPS,PAID,2025-06-02,HISTORICAL
INV00435,SUP009,COMP001,52290221.02,2025-04-26,1.0,2025-05-11,1.0,INR,RTGS,PAID,2025-06-10,HISTORICAL
INV00436,SUP015,COMP001,57198391.46,2025-07-21,2.0,2025-08-05,1.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00437,SUP005,COMP001,43112053.76,2025-08-30,2.0,2025-09-14,0.0,INR,CHEQUE,PAID,2025-10-12,HISTORICAL
INV00438,SUP007,COMP001,35578755.43,2025-12-02,2.5,2025-12-12,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00439,SUP010,COMP001,23856506.74,2025-05-11,0.0,,0.0,INR,NEFT,PAID,2025-07-07,HISTORICAL
INV00440,SUP011,COMP001,20737969.59,2025-08-27,2.5,2025-09-16,0.0,INR,CHEQUE,PAID,2025-11-16,HISTORICAL
INV00441,SUP002,COMP001,28651573.91,2025-03-25,0.0,,2.0,INR,IMPS,PAID,2025-04-25,HISTORICAL
INV00442,SUP011,COMP001,10802978.53,2025-10-24,0.0,,1.5,INR,CHEQUE,PAID,2025-12-31,HISTORICAL
INV00443,SUP002,COMP001,23632960.26,2025-01-04,2.0,2025-01-14,0.0,INR,NEFT,PAID,2025-02-02,HISTORICAL
INV00444,SUP005,COMP001,44331047.08,2025-07-16,0.0,,1.0,INR,IMPS,PAID,2025-08-27,HISTORICAL
INV00445,SUP002,COMP001,18428136.38,2025-07-22,0.0,,2.0,INR,NEFT,OVERDUE,,HISTORICAL
INV00446,SUP006,COMP001,56225568.66,2025-01-11,1.0,2025-01-26,2.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00447,SUP007,COMP001,18705927.22,2025-04-24,0.0,,0.0,INR,NEFT,PAID,2025-05-23,HISTORICAL
INV00448,SUP008,COMP001,15819348.77,2025-11-03,1.0,2025-11-18,0.0,INR,RTGS,PAID,2025-12-18,HISTORICAL
INV00449,SUP003,COMP001,41810715.79,2025-03-13,0.0,,0.0,INR,CHEQUE,PAID,2025-03-27,HISTORICAL
INV00450,SUP014,COMP001,54001688.96,2025-08-19,1.5,2025-09-03,2.0,INR,IMPS,PAID,2025-10-15,HISTORICAL
INV00451,SUP009,COMP001,59230492.6,2025-04-22,0.0,,1.0,INR,RTGS,PAID,2025-06-14,HISTORICAL
INV00452,SUP009,COMP001,19934034.21,2025-12-07,2.0,2025-12-22,1.0,INR,CHEQUE,PENDING,,HISTORICAL
INV00453,SUP007,COMP001,42167735.21,2025-06-21,1.0,2025-07-01,1.5,INR,RTGS,PAID,2025-07-18,HISTORICAL
INV00454,SUP012,COMP001,16183941.26,2025-12-15,0.0,,1.5,INR,RTGS,PENDING,,HISTORICAL
INV00455,SUP014,COMP001,26744604.15,2025-03-23,0.0,,0.0,INR,NEFT,PAID,2025-05-05,HISTORICAL
INV00456,SUP002,COMP001,38175261.29,2025-09-09,2.0,2025-09-19,2.0,INR,RTGS,PAID,2025-10-06,HISTORICAL
INV00457,SUP008,COMP001,58874414.83,2025-03-14,0.0,,2.0,INR,RTGS,PAID,2025-04-25,HISTORICAL
INV00458,SUP004,COMP001,30357762.39,2025-11-08,2.0,2025-11-18,1.5,INR,IMPS,PAID,2025-12-06,HISTORICAL
INV00459,SUP006,COMP001,26539830.82,2025-05-09,0.0,,1.0,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00460,SUP003,COMP001,22632544.74,2025-06-02,0.0,,0.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00461,SUP008,COMP001,56016883.69,2025-08-27,1.0,2025-09-11,0.0,INR,NEFT,PAID,2025-10-10,HISTORICAL
INV00462,SUP001,COMP001,51449229.97,2025-09-03,0.0,,1.5,INR,RTGS,PAID,2025-10-02,HISTORICAL
INV00463,SUP001,COMP001,23207993.8,2025-12-13,0.0,,1.5,INR,IMPS,PENDING,,HISTORICAL
INV00464,SUP012,COMP001,5740487.98,2025-06-28,2.0,2025-07-18,0.0,INR,IMPS,PAID,2025-08-24,HISTORICAL
INV00465,SUP006,COMP001,52793606.64,2025-10-10,0.0,,1.5,INR,NEFT,PAID,2025-12-11,HISTORICAL
INV00466,SUP013,COMP001,21470452.04,2025-12-03,1.5,2025-12-23,1.0,INR,CHEQUE,PENDING,,HISTORICAL
INV00467,SUP008,COMP001,6438952.86,2025-04-09,1.0,2025-04-24,1.5,INR,IMPS,PAID,2025-05-21,HISTORICAL
INV00468,SUP005,COMP001,22333814.42,2025-09-08,0.0,,1.0,INR,RTGS,PAID,2025-11-05,HISTORICAL
INV00469,SUP004,COMP001,57421370.89,2025-04-16,1.0,2025-04-26,1.5,INR,IMPS,PAID,2025-05-14,HISTORICAL
INV00470,SUP007,COMP001,12215145.37,2025-05-23,0.0,,1.0,INR,NEFT,PAID,2025-06-24,HISTORICAL
INV00471,SUP004,COMP001,47703168.7,2025-10-29,2.5,2025-11-08,0.0,INR,RTGS,PAID,2025-11-28,HISTORICAL
INV00472,SUP003,COMP001,25682013.21,2025-04-28,0.0,,1.5,INR,NEFT,PAID,2025-05-10,HISTORICAL
INV00473,SUP009,COMP001,46045526.75,2025-06-29,0.0,,0.0,INR,RTGS,PAID,2025-08-11,HISTORICAL
INV00474,SUP001,COMP001,5660649.9,2025-03-30,0.0,,1.0,INR,CHEQUE,PAID,2025-04-29,HISTORICAL
INV00475,SUP008,COMP001,36552561.86,2025-08-12,1.0,2025-08-27,1.5,INR,RTGS,OVERDUE,,HISTORICAL
INV00476,SUP003,COMP001,37350356.53,2025-05-20,0.0,,1.0,INR,IMPS,PAID,2025-06-01,HISTORICAL
INV00477,SUP013,COMP001,40814430.41,2025-07-20,0.0,,1.0,INR,NEFT,PAID,2025-09-17,HISTORICAL
INV00478,SUP006,COMP001,17228630.64,2025-09-12,2.0,2025-09-27,2.0,INR,RTGS,PAID,2025-10-26,HISTORICAL
INV00479,SUP012,COMP001,27428039.96,2025-02-09,0.0,,2.0,INR,RTGS,PAID,2025-04-09,HISTORICAL
INV00480,SUP004,COMP001,26568657.48,2025-05-07,0.0,,2.0,INR,IMPS,PAID,2025-06-04,HISTORICAL
INV00481,SUP003,COMP001,34012388.6,2025-05-24,2.0,2025-05-31,2.0,INR,RTGS,PAID,2025-06-07,HISTORICAL
INV00482,SUP006,COMP001,29007436.99,2025-06-13,1.5,2025-06-28,1.5,INR,NEFT,PAID,2025-07-31,HISTORICAL
INV00483,SUP007,COMP001,59124520.0,2025-07-14,0.0,,1.0,INR,RTGS,PAID,2025-08-10,HISTORICAL
INV00484,SUP010,COMP001,9013577.31,2025-12-11,0.0,,0.0,INR,IMPS,PENDING,,HISTORICAL
INV00485,SUP005,COMP001,30980097.84,2025-04-19,0.0,,1.0,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00486,SUP014,COMP001,10914980.63,2025-10-16,1.0,2025-10-31,0.0,INR,NEFT,OVERDUE,,HISTORICAL
INV_FUT_0260,SUP003,TATA001,68902.88,2026-08-28,0.0,,2.0,INR,NEFT,PAID,2026-10-12,FUTURE_STREAMING
INV_FUT_0261,SUP003,TATA001,140555.66,2026-08-29,0.0,,2.0,INR,NEFT,PAID,2026-10-13,FUTURE_STREAMING
INV_FUT_0262,SUP002,TATA001,21563.53,2026-08-31,0.0,,2.0,INR,NEFT,PAID,2026-09-30,FUTURE_STREAMING
INV_FUT_0263,SUP003,TATA001,69820.02,2026-09-01,0.0,,2.0,INR,NEFT,PAID,2026-10-16,FUTURE_STREAMING
INV_FUT_0264,SUP006,TATA001,140756.65,2026-09-01,0.0,,2.0,INR,NEFT,PAID,2026-10-16,FUTURE_STREAMING
INV_FUT_0265,SUP008,TATA001,81395.73,2026-09-03,0.0,,2.0,INR,NEFT,PAID,2026-10-18,FUTURE_STREAMING
INV_FUT_0266,SUP004,TATA001,68573.91,2026-09-05,0.0,,2.0,INR,NEFT,PAID,2026-10-05,FUTURE_STREAMING
INV_FUT_0267,SUP009,TATA001,50394.63,2026-09-05,0.0,,2.0,INR,NEFT,PAID,2026-09-20,FUTURE_STREAMING
INV_FUT_0268,SUP004,TATA001,148629.8,2026-09-06,0.0,,2.0,INR,NEFT,PAID,2026-10-06,FUTURE_STREAMING
INV_FUT_0269,SUP001,TATA001,203280.38,2026-09-08,0.0,,2.0,INR,NEFT,PAID,2026-10-23,FUTURE_STREAMING
INV_FUT_0270,SUP008,TATA001,81469.81,2026-09-11,1.0,2026-09-21,2.0,INR,NEFT,PAID,2026-10-26,FUTURE_STREAMING
INV_FUT_0271,SUP011,TATA001,101727.84,2026-09-12,0.0,,2.0,INR,NEFT,PAID,2026-10-12,FUTURE_STREAMING
INV_FUT_0272,SUP007,TATA001,75933.54,2026-09-15,0.0,,2.0,INR,NEFT,PAID,2026-11-14,FUTURE_STREAMING
INV_FUT_0273,SUP012,TATA001,48347.47,2026-09-15,1.0,2026-09-25,2.0,INR,NEFT,PAID,2026-10-30,FUTURE_STREAMING
INV_FUT_0274,SUP010,TATA001,460062.9,2026-09-17,0.0,,2.0,INR,NEFT,PAID,2026-11-01,FUTURE_STREAMING
INV_FUT_0275,SUP001,TATA001,233913.71,2026-09-20,0.0,,2.0,INR,NEFT,PAID,2026-11-04,FUTURE_STREAMING
INV_FUT_0276,SUP007,TATA001,24945.27,2026-09-21,0.0,,2.0,INR,NEFT,PAID,2026-11-20,FUTURE_STREAMING
INV_FUT_0277,SUP001,TATA001,35069.2,2026-09-22,0.0,,2.0,INR,NEFT,PAID,2026-11-06,FUTURE_STREAMING
INV_FUT_0278,SUP004,TATA001,71129.12,2026-09-23,0.0,,2.0,INR,NEFT,PAID,2026-10-23,FUTURE_STREAMING
INV_FUT_0279,SUP004,TATA001,32902.92,2026-09-25,0.0,,2.0,INR,NEFT,PAID,2026-10-25,FUTURE_STREAMING
INV_FUT_0280,SUP006,TATA001,160726.26,2026-09-25,0.0,,2.0,INR,NEFT,PAID,2026-11-09,FUTURE_STREAMING
INV_FUT_0281,SUP009,TATA001,83546.76,2026-09-26,0.0,,2.0,INR,NEFT,PAID,2026-10-11,FUTURE_STREAMING
INV_FUT_0282,SUP012,TATA001,44431.48,2026-09-28,0.0,,2.0,INR,NEFT,PAID,2026-11-12,FUTURE_STREAMING
INV_FUT_0283,SUP010,TATA001,49179.14,2026-09-28,0.0,,2.0,INR,NEFT,PAID,2026-11-12,FUTURE_STREAMING
INV_FUT_0284,SUP012,TATA001,54245.79,2026-09-30,0.0,,2.0,INR,NEFT,PAID,2026-11-14,FUTURE_STREAMING
INV_FUT_0285,SUP011,TATA001,121339.23,2026-10-03,0.0,,2.0,INR,NEFT,PAID,2026-11-02,FUTURE_STREAMING
INV_FUT_0286,SUP006,TATA001,21750.78,2026-10-04,0.0,,2.0,INR,NEFT,PAID,2026-11-18,FUTURE_STREAMING
INV_FUT_0287,SUP001,TATA001,91921.69,2026-10-07,0.0,,2.0,INR,NEFT,PAID,2026-11-21,FUTURE_STREAMING
INV_FUT_0288,SUP003,TATA001,123851.11,2026-10-08,0.0,,2.0,INR,NEFT,PAID,2026-11-22,FUTURE_STREAMING
INV_FUT_0289,SUP012,TATA001,365186.56,2026-10-08,1.0,2026-10-18,2.0,INR,NEFT,PAID,2026-11-22,FUTURE_STREAMING
INV_FUT_0290,SUP009,TATA001,87468.18,2026-10-12,0.0,,2.0,INR,NEFT,PAID,2026-10-27,FUTURE_STREAMING
INV_FUT_0291,SUP007,TATA001,47825.06,2026-10-13,0.0,,2.0,INR,NEFT,PAID,2026-12-12,FUTURE_STREAMING
INV_FUT_0292,SUP009,TATA001,210891.66,2026-10-13,0.0,,2.0,INR,NEFT,PAID,2026-10-28,FUTURE_STREAMING
INV_FUT_0293,SUP009,TATA001,19702.15,2026-10-15,0.0,,2.0,INR,NEFT,PAID,2026-10-30,FUTURE_STREAMING
INV_FUT_0294,SUP004,TATA001,177542.07,2026-10-16,2.0,2026-10-26,2.0,INR,NEFT,PAID,2026-11-15,FUTURE_STREAMING
INV_FUT_0295,SUP002,TATA001,140981.75,2026-10-16,0.0,,2.0,INR,NEFT,PAID,2026-11-15,FUTURE_STREAMING
INV_FUT_0296,SUP001,TATA001,122880.54,2026-10-18,0.0,,2.0,INR,NEFT,PAID,2026-12-02,FUTURE_STREAMING
INV_FUT_0297,SUP012,TATA001,54379.43,2026-10-18,0.0,,2.0,INR,NEFT,PAID,2026-12-02,FUTURE_STREAMING
INV_FUT_0298,SUP002,TATA001,42123.78,2026-10-19,0.0,,2.0,INR,NEFT,PAID,2026-11-18,FUTURE_STREAMING
INV_FUT_0299,SUP010,TATA001,102191.32,2026-10-21,0.0,,2.0,INR,NEFT,PAID,2026-12-05,FUTURE_STREAMING
INV_FUT_0300,SUP010,TATA001,100743.16,2026-10-22,0.0,,2.0,INR,NEFT,PAID,2026-12-06,FUTURE_STREAMING
INV_FUT_0301,SUP005,TATA001,140674.24,2026-10-23,0.0,,2.0,INR,NEFT,PAID,2026-11-22,FUTURE_STREAMING
INV_FUT_0302,SUP010,TATA001,22214.17,2026-10-24,0.0,,2.0,INR,NEFT,PAID,2026-12-08,FUTURE_STREAMING
INV_FUT_0303,SUP001,TATA001,74586.42,2026-10-24,0.0,,2.0,INR,NEFT,PAID,2026-12-08,FUTURE_STREAMING
INV_FUT_0304,SUP005,TATA001,412752.65,2026-10-25,0.0,,2.0,INR,NEFT,PAID,2026-11-24,FUTURE_STREAMING
INV_FUT_0305,SUP001,TATA001,89277.69,2026-10-26,0.0,,2.0,INR,NEFT,PAID,2026-12-10,FUTURE_STREAMING
INV_FUT_0306,SUP006,TATA001,23081.91,2026-10-27,0.0,,2.0,INR,NEFT,PAID,2026-12-11,FUTURE_STREAMING
INV_FUT_0307,SUP008,TATA001,84156.77,2026-10-27,2.0,2026-11-06,2.0,INR,NEFT,PAID,2026-12-11,FUTURE_STREAMING
INV_FUT_0308,SUP011,TATA001,49806.19,2026-10-30,0.0,,2.0,INR,NEFT,PAID,2026-11-29,FUTURE_STREAMING
INV_FUT_0309,SUP005,TATA001,81003.06,2026-10-30,1.0,2026-11-09,2.0,INR,NEFT,PAID,2026-11-29,FUTURE_STREAMING
INV_FUT_0310,SUP010,TATA001,22961.84,2026-11-02,0.0,,2.0,INR,NEFT,PAID,2026-12-17,FUTURE_STREAMING
INV_FUT_0311,SUP004,TATA001,67552.43,2026-11-08,0.0,,2.0,INR,NEFT,PAID,2026-12-08,FUTURE_STREAMING
INV_FUT_0312,SUP010,TATA001,31067.96,2026-11-09,0.0,,2.0,INR,NEFT,PAID,2026-12-24,FUTURE_STREAMING
INV_FUT_0313,SUP011,TATA001,149988.04,2026-11-09,0.0,,2.0,INR,NEFT,PAID,2026-12-09,FUTURE_STREAMING
INV_FUT_0314,SUP012,TATA001,90738.36,2026-11-13,0.0,,2.0,INR,NEFT,PAID,2026-12-28,FUTURE_STREAMING
INV_FUT_0315,SUP003,TATA001,60837.09,2026-11-14,0.0,,2.0,INR,NEFT,PAID,2026-12-29,FUTURE_STREAMING
INV_FUT_0316,SUP007,TATA001,122293.38,2026-11-16,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0317,SUP008,TATA001,85580.86,2026-11-17,0.0,,2.0,INR,NEFT,PAID,2027-01-01,FUTURE_STREAMING
INV_FUT_0318,SUP011,TATA001,128952.97,2026-11-18,0.0,,2.0,INR,NEFT,PAID,2026-12-18,FUTURE_STREAMING
INV_FUT_0319,SUP001,TATA001,68064.53,2026-11-19,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0320,SUP010,TATA001,98714.03,2026-11-20,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0321,SUP011,TATA001,40430.27,2026-11-23,0.0,,2.0,INR,NEFT,PAID,2026-12-23,FUTURE_STREAMING
INV_FUT_0322,SUP006,TATA001,114893.5,2026-11-25,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0323,SUP007,TATA001,50927.33,2026-11-26,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0324,SUP004,TATA001,134367.21,2026-11-27,2.0,2026-12-07,2.0,INR,NEFT,PAID,2026-12-27,FUTURE_STREAMING
INV_FUT_0325,SUP011,TATA001,102782.05,2026-11-29,0.0,,2.0,INR,NEFT,PAID,2026-12-29,FUTURE_STREAMING
INV_FUT_0326,SUP003,TATA001,28949.5,2026-12-01,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0327,SUP012,TATA001,243462.61,2026-12-01,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0328,SUP004,TATA001,75367.26,2026-12-03,2.0,2026-12-13,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0329,SUP005,TATA001,32817.07,2026-12-03,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0330,SUP007,TATA001,161313.7,2026-12-04,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0331,SUP004,TATA001,49277.84,2026-12-05,1.0,2026-12-15,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0332,SUP012,TATA001,38606.03,2026-12-07,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0333,SUP004,TATA001,311633.81,2026-12-07,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0334,SUP012,TATA001,149664.98,2026-12-08,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0335,SUP012,TATA001,100818.27,2026-12-11,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0336,SUP006,TATA001,419159.01,2026-12-11,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0337,SUP003,TATA001,119964.27,2026-12-13,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0338,SUP001,TATA001,34663.04,2026-12-14,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0339,SUP006,TATA001,133607.36,2026-12-14,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0340,SUP010,TATA001,114854.56,2026-12-15,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0341,SUP001,TATA001,48932.42,2026-12-15,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0342,SUP006,TATA001,66930.71,2026-12-16,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0343,SUP009,TATA001,49684.63,2026-12-17,1.0,2026-12-27,2.0,INR,NEFT,PAID,2027-01-01,FUTURE_STREAMING
INV_FUT_0344,SUP007,TATA001,27429.86,2026-12-18,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0345,SUP011,TATA001,173328.63,2026-12-22,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0346,SUP006,TATA001,70911.88,2026-12-22,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0347,SUP006,TATA001,138745.78,2026-12-24,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0348,SUP009,TATA001,84408.19,2026-12-24,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0349,SUP011,TATA001,220013.19,2026-12-26,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0350,SUP004,TATA001,42256.43,2026-12-27,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0351,SUP012,TATA001,57919.42,2026-12-28,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0352,SUP011,TATA001,19528.05,2026-12-28,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0353,SUP007,TATA001,15000.0,2026-12-31,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
INV_FUT_0354,SUP007,TATA001,88270.38,2026-12-31,0.0,,2.0,INR,NEFT,PENDING,,FUTURE_STREAMING
