record_type,entity_id,company_id,supplier_id,customer_id,date,amount,status,data_source,details
TRANSACTIONS,N/A,COMP001,,,2025-04-22,27094166.35,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5526FF18', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 27094166.35, 'date': '2025-04-22', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-23,-3577443.15,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNAB0BEEEC', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -3577443.15, 'date': '2025-04-23', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-23,-42840483.27,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN7A148B0F', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -42840483.27, 'date': '2025-04-23', 'category': 'PAYABLE', 'description': 'Payment to SUP014 – INV00238', 'reference_type': 'INVOICE', 'reference_id': 'INV00238', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-23,8540292.38,COMPLETED,HISTORICAL,"{'transaction_id': 'TXND5AF0241', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 8540292.38, 'date': '2025-04-23', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-24,75451023.77,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN1BA126B7', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 75451023.77, 'date': '2025-04-24', 'category': 'RECEIVABLE', 'description': 'Collection from CUST025 – RCV00300', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00300', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-24,17809380.33,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNA99170E5', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 17809380.33, 'date': '2025-04-24', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-24,72602567.21,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN66122FBB', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 72602567.21, 'date': '2025-04-24', 'category': 'RECEIVABLE', 'description': 'Collection from CUST008 – RCV00067', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00067', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-24,-7425654.95,COMPLETED,HISTORICAL,"{'transaction_id': 'TXND9330F1F', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -7425654.95, 'date': '2025-04-24', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-24,37375061.8,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN966A5691', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 37375061.8, 'date': '2025-04-24', 'category': 'RECEIVABLE', 'description': 'Collection from CUST010 – RCV00232', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00232', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,-58874414.83,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN822D7CD1', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -58874414.83, 'date': '2025-04-25', 'category': 'PAYABLE', 'description': 'Payment to SUP008 – INV00457', 'reference_type': 'INVOICE', 'reference_id': 'INV00457', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,-18030825.07,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5A4774D4', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -18030825.07, 'date': '2025-04-25', 'category': 'PAYABLE', 'description': 'Payment to SUP011 – INV00384', 'reference_type': 'INVOICE', 'reference_id': 'INV00384', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,61865555.75,COMPLETED,HISTORICAL,"{'transaction_id': 'TXND0146184', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 61865555.75, 'date': '2025-04-25', 'category': 'RECEIVABLE', 'description': 'Collection from CUST008 – RCV00342', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00342', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,23403671.92,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN65D3BF27', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 23403671.92, 'date': '2025-04-25', 'category': 'RECEIVABLE', 'description': 'Collection from CUST010 – RCV00025', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00025', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,75477601.06,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN47488392', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 75477601.06, 'date': '2025-04-25', 'category': 'RECEIVABLE', 'description': 'Collection from CUST001 – RCV00058', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00058', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,22235938.3,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNDED648F7', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 22235938.3, 'date': '2025-04-25', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,-28651573.91,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNEDC6EDCF', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -28651573.91, 'date': '2025-04-25', 'category': 'PAYABLE', 'description': 'Payment to SUP002 – INV00441', 'reference_type': 'INVOICE', 'reference_id': 'INV00441', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-25,-7805086.28,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNDAFCEB93', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -7805086.28, 'date': '2025-04-25', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-26,1777603.96,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5DB8AF09', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 1777603.96, 'date': '2025-04-26', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-26,-1669159.5,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNB9EDF37C', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -1669159.5, 'date': '2025-04-26', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-27,-25024810.43,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNE2A4E4AC', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -25024810.43, 'date': '2025-04-27', 'category': 'PAYABLE', 'description': 'Payment to SUP012 – INV00405', 'reference_type': 'INVOICE', 'reference_id': 'INV00405', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-27,2743809.92,COMPLETED,HISTORICAL,"{'transaction_id': 'TXND45FFCB2', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 2743809.92, 'date': '2025-04-27', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-27,62077709.57,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNB7BD1750', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 62077709.57, 'date': '2025-04-27', 'category': 'RECEIVABLE', 'description': 'Collection from CUST007 – RCV00161', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00161', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-27,-1946218.87,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN8A35F50A', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -1946218.87, 'date': '2025-04-27', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-28,-6349123.43,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN0F1945BF', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -6349123.43, 'date': '2025-04-28', 'category': 'PAYABLE', 'description': 'Payment to SUP014 – INV00375', 'reference_type': 'INVOICE', 'reference_id': 'INV00375', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-28,-14353734.99,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5625E973', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -14353734.99, 'date': '2025-04-28', 'category': 'PAYABLE', 'description': 'Payment to SUP010 – INV00344', 'reference_type': 'INVOICE', 'reference_id': 'INV00344', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-28,-4708730.77,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5B5DC541', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -4708730.77, 'date': '2025-04-28', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-28,19877138.96,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNDD5C4BF8', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 19877138.96, 'date': '2025-04-28', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-29,-4046328.24,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3FC812BF', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -4046328.24, 'date': '2025-04-29', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-29,-29532749.24,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN506C12AF', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -29532749.24, 'date': '2025-04-29', 'category': 'PAYABLE', 'description': 'Payment to SUP010 – INV00421', 'reference_type': 'INVOICE', 'reference_id': 'INV00421', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-29,-5660649.9,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3F7D8D3A', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -5660649.9, 'date': '2025-04-29', 'category': 'PAYABLE', 'description': 'Payment to SUP001 – INV00474', 'reference_type': 'INVOICE', 'reference_id': 'INV00474', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-29,-41546564.83,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNFED5E264', 'company_id': 'COMP001', 'type': 'UNEXPECTED_EXPENSE', 'amount': -41546564.83, 'date': '2025-04-29', 'category': 'EXCEPTIONAL', 'description': 'Regulatory fine', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-29,18591614.26,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNBA1A80AF', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 18591614.26, 'date': '2025-04-29', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-30,-10976088.87,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3AFBE5A6', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -10976088.87, 'date': '2025-04-30', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-30,47843568.0,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNEC6CC5E8', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 47843568.0, 'date': '2025-04-30', 'category': 'RECEIVABLE', 'description': 'Collection from CUST019 – RCV00207', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00207', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-04-30,20214905.77,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNB413FF84', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 20214905.77, 'date': '2025-04-30', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-01,9878597.46,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNFFD204CB', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 9878597.46, 'date': '2025-05-01', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-01,47893883.36,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN007FDBAE', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 47893883.36, 'date': '2025-05-01', 'category': 'RECEIVABLE', 'description': 'Collection from CUST019 – RCV00313', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00313', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-01,-6826974.81,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN4D9E610A', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -6826974.81, 'date': '2025-05-01', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-01,-22664229.38,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN839237B6', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -22664229.38, 'date': '2025-05-01', 'category': 'PAYABLE', 'description': 'Payment to SUP013 – INV00162', 'reference_type': 'INVOICE', 'reference_id': 'INV00162', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-02,-8942431.93,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN979190A6', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -8942431.93, 'date': '2025-05-02', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-02,-50029147.26,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNA8463782', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -50029147.26, 'date': '2025-05-02', 'category': 'PAYABLE', 'description': 'Payment to SUP012 – INV00007', 'reference_type': 'INVOICE', 'reference_id': 'INV00007', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-02,18050451.63,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN45BF5A34', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 18050451.63, 'date': '2025-05-02', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-02,31489269.41,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN4F7F3D9F', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 31489269.41, 'date': '2025-05-02', 'category': 'RECEIVABLE', 'description': 'Collection from CUST018 – RCV00220', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00220', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-02,-9772049.29,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN5957EA74', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -9772049.29, 'date': '2025-05-02', 'category': 'PAYABLE', 'description': 'Payment to SUP006 – INV00324', 'reference_type': 'INVOICE', 'reference_id': 'INV00324', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-03,-39850709.23,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN8478EAB8', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -39850709.23, 'date': '2025-05-03', 'category': 'PAYABLE', 'description': 'Payment to SUP015 – INV00364', 'reference_type': 'INVOICE', 'reference_id': 'INV00364', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-03,29555302.85,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN236105F1', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 29555302.85, 'date': '2025-05-03', 'category': 'RECEIVABLE', 'description': 'Collection from CUST015 – RCV00027', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00027', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-03,-788745.0,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3A0259BF', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -788745.0, 'date': '2025-05-03', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-03,1766837.15,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN7C8FC01C', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 1766837.15, 'date': '2025-05-03', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-03,23484744.54,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN613FD1CA', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 23484744.54, 'date': '2025-05-03', 'category': 'RECEIVABLE', 'description': 'Collection from CUST002 – RCV00251', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00251', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-04,3017787.43,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNAB9A61E3', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 3017787.43, 'date': '2025-05-04', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-04,-21158221.35,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN97B3D18E', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -21158221.35, 'date': '2025-05-04', 'category': 'PAYABLE', 'description': 'Payment to SUP013 – INV00160', 'reference_type': 'INVOICE', 'reference_id': 'INV00160', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-04,73903188.1,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3BB160B1', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 73903188.1, 'date': '2025-05-04', 'category': 'RECEIVABLE', 'description': 'Collection from CUST005 – RCV00113', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00113', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-04,-23086404.14,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN6F6E4B19', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -23086404.14, 'date': '2025-05-04', 'category': 'PAYABLE', 'description': 'Payment to SUP015 – INV00330', 'reference_type': 'INVOICE', 'reference_id': 'INV00330', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-04,-1571583.69,COMPLETED,HISTORICAL,"{'transaction_id': 'TXND7223C11', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -1571583.69, 'date': '2025-05-04', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-05,-26744604.15,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN74F01699', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -26744604.15, 'date': '2025-05-05', 'category': 'PAYABLE', 'description': 'Payment to SUP014 – INV00455', 'reference_type': 'INVOICE', 'reference_id': 'INV00455', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-05,-7926830.32,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNDE3E2827', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -7926830.32, 'date': '2025-05-05', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-05,17046274.37,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN69DCD486', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 17046274.37, 'date': '2025-05-05', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-06,-6046468.77,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN209C2808', 'company_id': 'COMP001', 'type': 'SUPPLIER_PAYMENT', 'amount': -6046468.77, 'date': '2025-05-06', 'category': 'PAYABLE', 'description': 'Payment to SUP013 – INV00228', 'reference_type': 'INVOICE', 'reference_id': 'INV00228', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-06,2746088.74,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN41FA0E8D', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 2746088.74, 'date': '2025-05-06', 'category': 'RECEIVABLE', 'description': 'Collection from CUST002 – RCV00144', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00144', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-06,35265610.6,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN9E4AA276', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 35265610.6, 'date': '2025-05-06', 'category': 'RECEIVABLE', 'description': 'Collection from CUST016 – RCV00289', 'reference_type': 'RECEIVABLE', 'reference_id': 'RCV00289', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-06,-6048921.62,COMPLETED,HISTORICAL,"{'transaction_id': 'TXNF20E7F6F', 'company_id': 'COMP001', 'type': 'OPERATING_EXPENSE', 'amount': -6048921.62, 'date': '2025-05-06', 'category': 'OPEX', 'description': 'Daily operating expenses', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
TRANSACTIONS,N/A,COMP001,,,2025-05-06,22840741.67,COMPLETED,HISTORICAL,"{'transaction_id': 'TXN3B68DF48', 'company_id': 'COMP001', 'type': 'CUSTOMER_PAYMENT', 'amount': 22840741.67, 'date': '2025-05-06', 'category': 'SALES_RECEIPTS', 'description': 'Daily dealership & fleet sales collection', 'reference_type': 'COMPANY', 'reference_id': 'COMP001', 'status': 'COMPLETED', 'data_source': 'HISTORICAL'}"
