date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,invoices_created_count,invoices_created_amount,obligations_created_count,obligations_created_amount,customer_payment_amount,customer_payment_count,operating_expense_amount,operating_expense_count,supplier_payment_amount,supplier_payment_count,unexpected_expense_amount,unexpected_expense_count,loan_draw_amount,loan_draw_count,loan_repayment_amount,loan_repayment_count,interest_payment_amount,interest_payment_count,events_logged_count
2025-08-05,COMP001,CASH001,3666773935.69,61000241.28,66475258.13,3661298918.84,3611298918.84,50000000.0,3611298918.84,3,108258945.34,1,18268819.63,61000241.28,2,4548920.82,1,61926337.31,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-06,COMP001,CASH001,3661298918.84,11594091.08,63771018.84,3609121991.08,3559121991.08,50000000.0,3559121991.08,1,43568851.38,0,0.0,11594091.08,1,9444957.08,1,54326061.76,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-07,COMP001,CASH001,3609121991.08,60627719.34,8703968.96,3661045741.46,3611045741.46,50000000.0,3611045741.46,0,0.0,0,0.0,60627719.34,2,8703968.96,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-08,COMP001,CASH001,3661045741.46,30852065.49,42743660.77,3649154146.18,3599154146.18,50000000.0,3599154146.18,0,0.0,2,97854869.61,30852065.49,1,4326828.27,1,38416832.5,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-08-09,COMP001,CASH001,3649154146.18,1936745.39,50971439.83,3600119451.74,3550119451.74,50000000.0,3550119451.74,0,0.0,0,0.0,1936745.39,1,1834037.68,1,49137402.15,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-10,COMP001,CASH001,3600119451.74,12995364.18,170126558.59,3442988257.33,3392988257.33,50000000.0,3392988257.33,2,111910478.72,0,0.0,12995364.18,2,1542197.07,1,168584361.52,4,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-11,COMP001,CASH001,3442988257.33,12588603.94,67149349.96,3388427511.31,3338427511.31,50000000.0,3338427511.31,2,89775765.3,0,0.0,12588603.94,1,7608037.25,1,59541312.71,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-12,COMP001,CASH001,3388427511.31,35849263.96,60160002.82,3364116772.45,3314116772.45,50000000.0,3314116772.45,3,53152629.0,0,0.0,35849263.96,2,4510153.08,1,55649849.74,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-13,COMP001,CASH001,3364116772.45,14519605.18,69814599.02,3308821778.61,3258821778.61,50000000.0,3258821778.61,3,122827309.72999999,3,89657442.4,14519605.18,1,6573005.62,1,63241593.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-14,COMP001,CASH001,3308821778.61,35437630.53,171785112.09,3172474297.05,3122474297.05,50000000.0,3122474297.05,1,3492159.19,1,13011836.57,35437630.53,2,3523519.05,1,119766196.75999999,3,0.0,0,0.0,0,48495396.28,1,0.0,0,1
2025-08-15,COMP001,CASH001,3172474297.05,24990381.0,19188918.85,3178275759.2,3128275759.2,50000000.0,3128275759.2,2,84839349.92,1,58178992.62,24990381.0,1,4611331.81,1,14577587.04,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-16,COMP001,CASH001,3178275759.2,38689578.55,41930687.53,3175034650.22,3125034650.22,50000000.0,3125034650.22,1,22501357.65,1,10564107.77,38689578.55,2,1414918.39,1,40515769.14,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-17,COMP001,CASH001,3175034650.22,20764425.1,1489210.9,3194309864.42,3144309864.42,50000000.0,3144309864.42,3,72785676.25,0,0.0,20764425.1,2,1489210.9,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-18,COMP001,CASH001,3194309864.42,9903496.3,49677288.78,3154536071.94,3104536071.94,50000000.0,3104536071.94,1,17380113.34,2,85423246.33,9903496.3,1,9424588.13,1,40252700.65,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-19,COMP001,CASH001,3154536071.94,37068734.57,62208506.25,3129396300.26,3079396300.26,50000000.0,3079396300.26,1,54001688.96,0,0.0,37068734.57,2,3193241.02,1,59015265.23,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-20,COMP001,CASH001,3129396300.26,113755086.49,6318176.83,3236833209.92,3186833209.92,50000000.0,3186833209.92,2,29554655.520000003,0,0.0,113755086.49000001,3,6318176.83,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-21,COMP001,CASH001,3236833209.92,13125472.14,46754622.4,3203204059.66,3153204059.66,50000000.0,3153204059.66,1,49239259.07,1,34229540.86,13125472.14,1,5330311.78,1,41424310.62,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-22,COMP001,CASH001,3203204059.66,20647412.77,41997658.52,3181853813.91,3131853813.91,50000000.0,3131853813.91,1,59820417.88,1,30268604.28,20647412.77,1,8430219.75,1,33567438.77,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-23,COMP001,CASH001,3181853813.91,65238931.1,1672757.09,3245419987.92,3195419987.92,50000000.0,3195419987.92,0,0.0,0,0.0,65238931.1,2,1672757.09,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-24,COMP001,CASH001,3245419987.92,81230812.52,41134573.89,3285516226.55,3235516226.55,50000000.0,3235516226.55,1,32820970.4,1,48019915.06,81230812.52,3,623252.66,1,40511321.230000004,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-25,COMP001,CASH001,3285516226.55,65963406.6,84112721.7,3267366911.45,3217366911.45,50000000.0,3217366911.45,1,18067647.23,0,0.0,65963406.6,2,5448970.42,1,78663751.28,4,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-26,COMP001,CASH001,3267366911.45,40480091.52,39700139.35,3268146863.62,3218146863.62,50000000.0,3218146863.62,1,42536900.61,3,104201141.38,40480091.519999996,2,4190066.59,1,35510072.76,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-27,COMP001,CASH001,3268146863.62,18866826.81,124349093.54,3162664596.89,3112664596.89,50000000.0,3112664596.89,3,100429772.25,0,0.0,18866826.81,1,5044474.64,1,119304618.89999999,4,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-28,COMP001,CASH001,3162664596.89,43401158.01,49391687.69,3156674067.21,3106674067.21,50000000.0,3106674067.21,0,0.0,2,77317901.57,43401158.010000005,2,12218655.81,1,37173031.88,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-29,COMP001,CASH001,3156674067.21,64364909.05,71552184.2,3149486792.06,3099486792.06,50000000.0,3099486792.06,2,103381639.28999999,1,20123487.25,64364909.05,2,12181668.74,1,59370515.46,2,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-08-30,COMP001,CASH001,3149486792.06,32539193.64,61518651.28,3120507334.42,3070507334.42,50000000.0,3070507334.42,2,76787102.71000001,1,37230896.72,32539193.64,2,1073285.75,1,60445365.53,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-31,COMP001,CASH001,3120507334.42,80644945.28,75443485.56,3125708794.14,3075708794.14,50000000.0,3075708794.14,1,25295955.07,1,34347600.26,80644945.28,4,1073800.97,1,0.0,0,74369684.59,1,0.0,0,0.0,0,0.0,0,1
2025-09-01,COMP001,CASH001,3125708794.14,11383629.04,25671910.44,3111420512.74,3061420512.74,50000000.0,3061420512.74,2,29089343.41,1,52517630.53,11383629.04,1,4966355.1,1,20705555.34,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-09-02,COMP001,CASH001,3111420512.74,30249439.07,93588031.16,3048081920.65,2998081920.65,50000000.0,2998081920.65,2,85909932.67,0,0.0,30249439.07,1,5997772.9,1,87590258.25999999,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-03,COMP001,CASH001,3048081920.65,14303865.09,52056251.11,3010329534.63,2960329534.63,50000000.0,2960329534.63,4,130538748.52,3,71336276.05,14303865.09,1,8487399.73,1,43568851.38,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-04,COMP001,CASH001,3010329534.63,51763234.07,4068150.16,3058024618.54,3008024618.54,50000000.0,3008024618.54,2,52834450.370000005,1,40821672.54,51763234.07,2,4068150.16,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-05,COMP001,CASH001,3058024618.54,31056204.98,39086482.27,3049994341.25,2999994341.25,50000000.0,2999994341.25,0,0.0,0,0.0,31056204.98,1,4245513.59,1,34840968.68,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-09-06,COMP001,CASH001,3049994341.25,2154646.74,597631.53,3051551356.46,3001551356.46,50000000.0,3001551356.46,3,49577030.730000004,0,0.0,2154646.74,1,597631.53,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-07,COMP001,CASH001,3051551356.46,22791878.98,57976549.18,3016366686.26,2966366686.26,50000000.0,2966366686.26,2,70501171.13,0,0.0,22791878.98,2,854986.37,1,57121562.809999995,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-08,COMP001,CASH001,3016366686.26,115626268.45,70291324.11,3061701630.6,3011701630.6,50000000.0,3011701630.6,2,47248475.52,0,0.0,115626268.44999999,3,4762142.92,1,65529181.19,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-09,COMP001,CASH001,3061701630.6,137097605.69,69579446.37,3129219789.92,3079219789.92,50000000.0,3079219789.92,4,123725336.09,0,0.0,137097605.69,4,9620178.46,1,59959267.91,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-10,COMP001,CASH001,3129219789.92,15631967.07,70766555.15,3074085201.84,3024085201.84,50000000.0,3024085201.84,1,42435799.12,0,0.0,15631967.07,1,7492515.35,1,63274039.800000004,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-11,COMP001,CASH001,3074085201.84,86116253.72,15777497.74,3144423957.82,3094423957.82,50000000.0,3094423957.82,1,30402516.87,0,0.0,86116253.72,2,3019094.34,1,12758403.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-12,COMP001,CASH001,3144423957.82,31258199.51,7670343.02,3168011814.31,3118011814.31,50000000.0,3118011814.31,2,56873976.35,1,48598334.95,31258199.51,1,7670343.02,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-13,COMP001,CASH001,3168011814.31,3710559.07,29054565.38,3142667808.0,3092667808.0,50000000.0,3092667808.0,0,0.0,1,50095083.89,3710559.07,1,1886171.08,1,27168394.3,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-14,COMP001,CASH001,3142667808.0,71066162.52,856341.03,3212877629.49,3162877629.49,50000000.0,3162877629.49,1,47549832.46,0,0.0,71066162.52,2,856341.03,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-15,COMP001,CASH001,3212877629.49,12817674.45,5063659.16,3220631644.78,3170631644.78,50000000.0,3170631644.78,1,12113087.75,0,0.0,12817674.45,1,5063659.16,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-16,COMP001,CASH001,3220631644.78,175567487.04,81520900.12,3314678231.7,3264678231.7,50000000.0,3264678231.7,2,112643188.89,1,18770758.09,175567487.04,5,4783942.12,1,76736958.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-17,COMP001,CASH001,3314678231.7,14502272.8,115721535.54,3213458968.96,3163458968.96,50000000.0,3163458968.96,1,54662962.52,1,42976828.57,14502272.8,1,7718868.76,1,108002666.78,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-18,COMP001,CASH001,3213458968.96,69861065.92,4839153.69,3278480881.19,3228480881.19,50000000.0,3228480881.19,1,28857805.37,1,49303161.86,69861065.92,2,4839153.69,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-19,COMP001,CASH001,3278480881.19,67004404.63,21359701.62,3324125584.2,3274125584.2,50000000.0,3274125584.2,1,10338834.65,1,21615878.5,67004404.629999995,2,6695405.62,1,14664296.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-20,COMP001,CASH001,3324125584.2,3393578.84,1950117.25,3325569045.79,3275569045.79,50000000.0,3275569045.79,3,72029742.58,1,39944157.8,3393578.84,1,1950117.25,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-21,COMP001,CASH001,3325569045.79,3353474.52,1051823.59,3327870696.72,3277870696.72,50000000.0,3277870696.72,0,0.0,1,11618381.71,3353474.52,1,1051823.59,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-22,COMP001,CASH001,3327870696.72,9973794.66,85022749.6,3252821741.78,3202821741.78,50000000.0,3202821741.78,1,17565061.22,0,0.0,9973794.66,1,6333856.42,1,78688893.18,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-23,COMP001,CASH001,3252821741.78,177761271.54,42038182.11,3388544831.21,3338544831.21,50000000.0,3338544831.21,1,33327953.58,0,0.0,177761271.54,4,9217211.71,1,32820970.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-24,COMP001,CASH001,3388544831.21,96021748.08,56262289.92,3428304289.37,3378304289.37,50000000.0,3378304289.37,0,0.0,1,46094880.92,96021748.08000001,3,5210056.03,1,51052233.89,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-25,COMP001,CASH001,3428304289.37,15791072.66,3186010.33,3440909351.7,3390909351.7,50000000.0,3390909351.7,2,41260033.52,1,18734751.99,15791072.66,1,3186010.33,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-26,COMP001,CASH001,3440909351.7,31158656.64,173948201.4,3298119806.94,3248119806.94,50000000.0,3248119806.94,1,14937912.1,1,11145083.65,31158656.64,1,4756996.81,1,169191204.59,4,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-09-27,COMP001,CASH001,3298119806.94,21880268.81,44223846.28,3275776229.47,3225776229.47,50000000.0,3225776229.47,1,3172555.0,0,0.0,21880268.810000002,2,1086341.38,1,43137504.9,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-28,COMP001,CASH001,3275776229.47,44589397.42,16526164.15,3303839462.74,3253839462.74,50000000.0,3253839462.74,1,41000565.79,1,49886172.85,44589397.42,2,1993683.69,1,0.0,0,0.0,0,0.0,0,0.0,0,14532480.46,1,1
2025-09-29,COMP001,CASH001,3303839462.74,12556824.61,84912916.97,3231483370.38,3181483370.38,50000000.0,3181483370.38,3,88381544.38,2,28417230.53,12556824.61,1,4520749.0,1,80392167.97,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-09-30,COMP001,CASH001,3231483370.38,63294146.21,53442743.28,3241334773.31,3191334773.31,50000000.0,3191334773.31,0,0.0,0,0.0,63294146.21000001,2,10970217.3,1,7786933.68,1,0.0,0,0.0,0,34685592.3,1,0.0,0,0
2025-10-01,COMP001,CASH001,3241334773.31,17260704.39,24579407.07,3234016070.63,3184016070.63,50000000.0,3184016070.63,1,6424534.92,0,0.0,17260704.39,1,7199293.73,1,17380113.34,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-02,COMP001,CASH001,3234016070.63,9231188.09,61357769.6,3181889489.12,3131889489.12,50000000.0,3131889489.12,2,33775016.87,0,0.0,9231188.09,1,9908539.63,1,51449229.97,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-03,COMP001,CASH001,3181889489.12,110896708.82,47733359.8,3245052838.14,3195052838.14,50000000.0,3195052838.14,0,0.0,1,37810088.17,110896708.82000001,3,7613264.21,1,40120095.59,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-04,COMP001,CASH001,3245052838.14,80777133.93,59892611.46,3265937360.61,3215937360.61,50000000.0,3215937360.61,1,44240335.43,2,68895048.07,80777133.93,2,1361259.73,1,58531351.73,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-10-05,COMP001,CASH001,3265937360.61,96179484.39,13742608.17,3348374236.83,3298374236.83,50000000.0,3298374236.83,2,74526630.31,0,0.0,96179484.39,3,947904.46,1,12794703.71,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-06,COMP001,CASH001,3348374236.83,17036053.98,44291404.11,3321118886.7,3271118886.7,50000000.0,3271118886.7,2,79253042.86,1,18023005.77,17036053.98,1,6116142.82,1,38175261.29,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-07,COMP001,CASH001,3321118886.7,107702030.89,53118157.04,3375702760.55,3325702760.55,50000000.0,3325702760.55,1,23073412.31,1,36158839.15,107702030.89,3,5573451.78,1,47544705.26,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-08,COMP001,CASH001,3375702760.55,10235369.24,7434592.57,3378503537.22,3328503537.22,50000000.0,3328503537.22,2,39082541.08,0,0.0,10235369.24,1,7434592.57,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-09,COMP001,CASH001,3378503537.22,20451941.91,3228483.29,3395726995.84,3345726995.84,50000000.0,3345726995.84,2,48933910.42,1,51217738.76,20451941.91,1,3228483.29,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-10-10,COMP001,CASH001,3395726995.84,95330585.16,156377535.96,3334680045.04,3284680045.04,50000000.0,3284680045.04,2,96200765.25,1,51198253.69,95330585.16,2,8853720.0,1,147523815.95999998,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-11,COMP001,CASH001,3334680045.04,28913076.26,56242682.09,3307350439.21,3257350439.21,50000000.0,3257350439.21,3,97450067.52,2,55583475.38,28913076.26,2,1083961.2,1,55158720.89,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-10-12,COMP001,CASH001,3307350439.21,2046195.16,44804615.77,3264592018.6,3214592018.6,50000000.0,3214592018.6,1,27796321.66,0,0.0,2046195.16,1,1692562.01,1,43112053.76,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-13,COMP001,CASH001,3264592018.6,41988786.0,129961744.53,3176619060.07,3126619060.07,50000000.0,3126619060.07,0,0.0,2,58545746.730000004,41988786.0,2,7234997.23,1,122726747.3,4,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-14,COMP001,CASH001,3176619060.07,30232865.44,53354931.98,3153496993.53,3103496993.53,50000000.0,3103496993.53,3,108050335.95,0,0.0,30232865.44,1,5805099.52,1,47549832.46,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-10-15,COMP001,CASH001,3153496993.53,13046570.86,90552629.93,3075990934.46,3025990934.46,50000000.0,3025990934.46,0,0.0,4,144396535.23000002,13046570.86,1,7839458.52,1,82713171.41,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-16,COMP001,CASH001,3075990934.46,88395139.94,45916282.23,3118469792.17,3068469792.17,50000000.0,3068469792.17,2,49479821.620000005,1,58076155.23,88395139.94,2,3641783.62,1,42274498.61,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-17,COMP001,CASH001,3118469792.17,21719860.93,7856896.53,3132332756.57,3082332756.57,50000000.0,3082332756.57,2,51918859.42,1,17812070.36,21719860.93,1,7856896.53,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-18,COMP001,CASH001,3132332756.57,41364703.44,16206750.8,3157490709.21,3107490709.21,50000000.0,3107490709.21,2,36072581.620000005,0,0.0,41364703.440000005,2,1789261.99,1,14417488.81,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-19,COMP001,CASH001,3157490709.21,31934008.75,33758267.34,3155666450.62,3105666450.62,50000000.0,3105666450.62,2,36487876.61,0,0.0,31934008.75,2,1370184.91,1,32388082.43,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-20,COMP001,CASH001,3155666450.62,17837871.41,148465098.93,3025039223.1,2975039223.1,50000000.0,2975039223.1,0,0.0,0,0.0,17837871.41,1,6078813.22,1,142386285.71,4,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-21,COMP001,CASH001,3025039223.1,79023335.91,7786015.92,3096276543.09,3046276543.09,50000000.0,3046276543.09,2,36124643.91,0,0.0,79023335.91,2,7786015.92,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-22,COMP001,CASH001,3096276543.09,70577188.88,6975656.69,3159878075.28,3109878075.28,50000000.0,3109878075.28,2,81503340.63,0,0.0,70577188.88,2,6975656.69,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-23,COMP001,CASH001,3159878075.28,27512603.21,107656082.83,3079734595.66,3029734595.66,50000000.0,3029734595.66,1,33227923.52,0,0.0,27512603.21,2,8157089.33,1,99498993.5,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-24,COMP001,CASH001,3079734595.66,84803050.78,8123600.5,3156414045.94,3106414045.94,50000000.0,3106414045.94,2,24955485.79,2,68347356.21000001,84803050.78,3,8123600.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-10-25,COMP001,CASH001,3156414045.94,89629996.64,966347.14,3245077695.44,3195077695.44,50000000.0,3195077695.44,1,55258226.55,1,39778159.95,89629996.64,3,966347.14,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-26,COMP001,CASH001,3245077695.44,15030929.75,18023890.23,3242084734.96,3192084734.96,50000000.0,3192084734.96,0,0.0,0,0.0,15030929.75,2,795259.59,1,17228630.64,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-27,COMP001,CASH001,3242084734.96,9455507.56,6453623.73,3245086618.79,3195086618.79,50000000.0,3195086618.79,1,53005991.6,1,56049462.79,9455507.56,1,6453623.73,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-10-28,COMP001,CASH001,3245086618.79,95953544.94,66347423.53,3274692740.2,3224692740.2,50000000.0,3224692740.2,1,37004053.16,0,0.0,18173634.71,1,6527005.65,1,59820417.88,1,0.0,0,77779910.23,1,0.0,0,0.0,0,0
2025-10-29,COMP001,CASH001,3274692740.2,10272140.26,64071787.2,3220893093.26,3170893093.26,50000000.0,3170893093.26,1,47703168.7,0,0.0,10272140.26,1,7360801.05,1,56710986.15,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-10-30,COMP001,CASH001,3220893093.26,156467452.89,23588818.47,3353771727.68,3303771727.68,50000000.0,3303771727.68,0,0.0,0,0.0,156467452.89000002,3,11475730.72,1,12113087.75,1,0.0,0,0.0,0,0.0,0,0.0,0,3
2025-10-31,COMP001,CASH001,3353771727.68,107293169.89,12377542.51,3448687355.06,3398687355.06,50000000.0,3398687355.06,0,0.0,0,0.0,107293169.89,3,12377542.51,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-01,COMP001,CASH001,3448687355.06,3159826.15,55386455.05,3396460726.16,3346460726.16,50000000.0,3346460726.16,1,7851856.43,0,0.0,3159826.15,1,723492.53,1,54662962.52,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-02,COMP001,CASH001,3396460726.16,1517870.45,24554761.44,3373423835.17,3323423835.17,50000000.0,3323423835.17,1,57054483.0,0,0.0,1517870.45,1,1661977.39,1,22892784.05,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-03,COMP001,CASH001,3373423835.17,14978409.1,60335446.76,3328066797.51,3278066797.51,50000000.0,3278066797.51,3,29580854.82,0,0.0,14978409.1,1,7184420.42,1,53151026.339999996,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-04,COMP001,CASH001,3328066797.51,140651444.03,13863595.54,3454854646.0,3404854646.0,50000000.0,3404854646.0,1,54270624.05,1,43606945.33,140651444.03,3,5508074.84,1,8355520.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-05,COMP001,CASH001,3454854646.0,41257017.83,29468822.41,3466642841.42,3416642841.42,50000000.0,3416642841.42,1,45391163.71,1,9019265.19,41257017.83,2,7135007.99,1,22333814.42,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-11-06,COMP001,CASH001,3466642841.42,52242521.67,45856225.6,3473029137.49,3423029137.49,50000000.0,3423029137.49,1,12104819.62,0,0.0,52242521.67,2,7291384.61,1,38564840.99,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-07,COMP001,CASH001,3473029137.49,22931279.15,19482351.04,3476478065.6,3426478065.6,50000000.0,3426478065.6,0,0.0,1,5892535.68,22931279.15,1,4544438.94,1,14937912.1,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-11-08,COMP001,CASH001,3476478065.6,26250820.38,29434102.64,3473294783.34,3423294783.34,50000000.0,3423294783.34,3,73724161.09,3,101139717.91,26250820.38,2,1637780.98,1,27796321.66,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-09,COMP001,CASH001,3473294783.34,52443764.8,91786351.22,3433952196.92,3383952196.92,50000000.0,3383952196.92,1,50964609.72,1,38178348.76,52443764.8,2,1937975.11,1,89848376.11,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-11-10,COMP001,CASH001,3433952196.92,9188516.77,6921293.99,3436219419.7,3386219419.7,50000000.0,3386219419.7,1,14495537.69,1,58832532.27,9188516.77,1,6921293.99,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-11,COMP001,CASH001,3436219419.7,23718827.18,11264898.51,3448673348.37,3398673348.37,50000000.0,3398673348.37,2,87896852.41,1,52272673.33,23718827.18,1,8092343.51,1,3172555.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-12,COMP001,CASH001,3448673348.37,131586682.02,9924271.13,3570335759.26,3520335759.26,50000000.0,3520335759.26,0,0.0,2,89043839.47,131586682.02000001,3,9924271.13,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-13,COMP001,CASH001,3570335759.26,11906069.57,34425394.35,3547816434.48,3497816434.48,50000000.0,3497816434.48,0,0.0,2,82953044.03999999,11906069.57,1,5792437.47,1,28632956.88,2,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-11-14,COMP001,CASH001,3547816434.48,28910046.87,25230764.37,3551495716.98,3501495716.98,50000000.0,3501495716.98,1,21627336.08,0,0.0,28910046.87,1,4500047.5,1,20730716.869999997,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-15,COMP001,CASH001,3551495716.98,10872577.02,569504.97,3561798789.03,3511798789.03,50000000.0,3511798789.03,0,0.0,0,0.0,10872577.02,2,569504.97,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-16,COMP001,CASH001,3561798789.03,3884038.23,55751763.84,3509931063.42,3459931063.42,50000000.0,3459931063.42,1,47910878.63,3,22929457.83,3884038.23,1,1508278.46,1,54243485.379999995,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-17,COMP001,CASH001,3509931063.42,95783491.78,44318126.68,3561396428.52,3511396428.52,50000000.0,3511396428.52,1,13790443.32,0,0.0,95783491.78,2,6175105.75,1,38143020.93,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-11-18,COMP001,CASH001,3561396428.52,22991046.28,51654357.96,3532733116.84,3482733116.84,50000000.0,3482733116.84,2,67343087.03999999,1,34022753.46,22991046.28,2,7414022.53,1,44240335.43,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-11-19,COMP001,CASH001,3532733116.84,8069682.28,75883874.06,3464918925.06,3414918925.06,50000000.0,3414918925.06,1,29831214.31,0,0.0,8069682.28,1,9327996.96,1,66555877.099999994,2,0.0,0,0.0,0,0.0,0,0.0,0,1
