alternative_id,decision_id,action,score,cost,benefit,liquidity_impact,risk
DAEBC359A7,DECE5CFE738,SUPPLIER_FINANCE,0.51,494301.13,431557.64,-0.16,0.68
DA6061693B,DECE5CFE738,RETAIN_CASH,0.63,571081.01,168123.95,-0.06,0.38
DA3B76C478,DEC1584C519,PAY_NOW,0.11,888517.04,415487.18,-0.01,0.38
DA923B1C3B,DEC1584C519,PAY_AT_MATURITY,0.81,302909.89,196641.92,0.25,0.46
DA96A99518,DEC1584C519,DELAY_PAYMENT,0.3,230344.87,270818.9,0.16,0.34
DA5908C4A4,DEC1584C519,CAPTURE_DISCOUNT,0.62,782171.6,419683.51,0.01,0.38
DAC2C69443,DEC1584C519,BANK_FINANCE,0.34,643281.53,326902.33,-0.1,0.52
DAE41F781C,DEC1584C519,SUPPLIER_FINANCE,0.68,146983.7,146421.1,0.16,0.41
DACC21C12A,DEC1584C519,RETAIN_CASH,0.28,1032107.89,315377.64,-0.04,0.21
DA78EB1F92,DEC258C13EF,PAY_NOW,0.89,501906.96,727267.17,-0.05,0.66
DA15FBB1FE,DEC258C13EF,PAY_AT_MATURITY,0.41,1914806.75,215529.84,0.21,0.78
DA14B93B19,DEC258C13EF,DELAY_PAYMENT,0.27,807220.75,865051.33,-0.1,0.66
DA395F9422,DEC258C13EF,CAPTURE_DISCOUNT,0.37,307099.49,1077332.36,-0.2,0.31
DA98B39899,DEC258C13EF,BANK_FINANCE,0.9,522225.83,676517.16,-0.3,0.47
DAD9F53B7E,DEC258C13EF,SUPPLIER_FINANCE,0.3,671028.59,691226.11,0.18,0.18
DA1A10368B,DEC258C13EF,RETAIN_CASH,0.49,2081481.2,322519.46,0.2,0.29
DAFBA4A244,DEC1505638E,PAY_NOW,0.81,219854.05,384737.59,-0.01,0.24
DA169CDF2F,DEC1505638E,PAY_AT_MATURITY,0.36,167418.92,159930.02,0.15,0.39
DAFB11B78A,DEC1505638E,DELAY_PAYMENT,0.9,1152122.74,619838.49,0.14,0.4
DA27075CB2,DEC1505638E,CAPTURE_DISCOUNT,0.25,703658.82,167686.6,-0.1,0.7
DA28E02BEE,DEC1505638E,BANK_FINANCE,0.85,233125.48,291502.22,0.13,0.37
DA4667772C,DEC1505638E,SUPPLIER_FINANCE,0.81,457622.59,608413.06,-0.06,0.43
DA90BF2679,DEC1505638E,RETAIN_CASH,0.2,642507.58,573018.61,0.24,0.84
DA228F48FC,DECC1121128,PAY_NOW,0.28,210959.26,224195.48,-0.16,0.32
DADF452E40,DECC1121128,PAY_AT_MATURITY,0.82,343421.83,184767.06,0.2,0.28
DAD0421287,DECC1121128,DELAY_PAYMENT,0.86,206937.02,207038.76,-0.26,0.11
DAF48D4EFB,DECC1121128,CAPTURE_DISCOUNT,0.25,438883.57,55043.45,0.27,0.12
DAF1A97F75,DECC1121128,BANK_FINANCE,0.24,338914.95,182611.85,0.11,0.42
DA8419F438,DECC1121128,SUPPLIER_FINANCE,0.48,257173.31,149201.43,-0.3,0.15
DACD8BC17B,DECC1121128,RETAIN_CASH,0.82,418195.21,154473.44,-0.22,0.62
